HR,acc_x,acc_y,acc_z,label
64.77,-35.0,-8.0,53.0,7
64.93,-35.0,-7.0,54.0,7
65.05,-35.0,-8.0,52.0,7
65.17,-35.0,-8.0,52.0,7
65.28,-35.0,-8.0,53.0,7
65.42,-35.0,-10.0,51.0,0
65.48,-34.0,-9.0,53.0,0
65.57,-30.0,-8.0,56.0,0
65.62,-31.0,-8.0,55.0,0
65.67,-33.0,-8.0,53.0,0
65.73,-38.0,-8.0,48.0,0
65.68,-38.0,-7.0,50.0,0
65.63,-35.0,-8.0,53.0,0
65.48,-36.0,-6.0,52.0,0
65.4,-34.0,-20.0,44.0,0
65.37,-38.0,-12.0,53.0,0
65.35,-56.0,-20.0,27.0,0
65.32,-65.0,-14.0,-6.0,0
65.2,-43.0,-33.0,35.0,0
65.12,-59.0,-14.0,22.0,0
65.02,-65.0,5.0,15.0,0
65.22,-55.0,-33.0,25.0,0
65.45,-47.0,-42.0,3.0,0
65.63,-41.0,-38.0,15.0,0
65.82,-62.0,-18.0,8.0,0
65.98,-63.0,-17.0,6.0,0
66.17,-62.0,-17.0,10.0,0
66.38,-62.0,-17.0,8.0,0
66.63,-40.0,-23.0,21.0,0
66.82,-71.0,-15.0,-11.0,0
66.98,-78.0,-3.0,1.0,0
67.13,-60.0,-21.0,8.0,0
67.3,-45.0,-48.0,-12.0,0
67.45,-21.0,10.0,56.0,0
67.62,-61.0,-2.0,26.0,0
67.83,-64.0,-11.0,12.0,0
68.15,-63.0,-9.0,17.0,0
68.4,-61.0,-11.0,18.0,0
68.65,-62.0,-11.0,18.0,0
68.88,-62.0,-11.0,18.0,0
69.13,-64.0,-17.0,16.0,0
69.4,-60.0,-24.0,6.0,0
69.65,-60.0,-21.0,7.0,0
69.88,-46.0,-11.0,38.0,0
70.15,-42.0,-10.0,22.0,0
70.47,-36.0,-18.0,33.0,0
70.8,-44.0,-3.0,51.0,0
71.18,-29.0,0.0,58.0,0
71.6,-47.0,5.0,48.0,0
72.03,-48.0,0.0,37.0,0
72.42,-49.0,1.0,42.0,0
72.73,-46.0,0.0,44.0,0
73.03,-39.0,1.0,49.0,0
73.38,-42.0,2.0,49.0,0
73.72,-42.0,3.0,49.0,0
74.03,-40.0,1.0,49.0,0
74.35,-41.0,2.0,50.0,0
74.68,-41.0,2.0,49.0,0
75.15,-39.0,1.0,51.0,0
75.58,-41.0,2.0,49.0,0
76.03,-42.0,2.0,49.0,0
76.47,-41.0,2.0,49.0,0
76.92,-41.0,2.0,49.0,0
77.4,-40.0,1.0,49.0,0
77.87,-42.0,1.0,48.0,0
78.33,-42.0,1.0,48.0,0
78.88,-42.0,2.0,48.0,0
79.45,-42.0,2.0,48.0,0
80.07,-42.0,2.0,48.0,0
80.7,-42.0,2.0,49.0,0
81.35,-42.0,2.0,48.0,0
82.12,-41.0,1.0,48.0,0
82.88,-42.0,2.0,48.0,0
83.62,-42.0,2.0,48.0,0
84.37,-41.0,2.0,48.0,0
85.12,-42.0,2.0,49.0,0
85.9,-42.0,2.0,49.0,0
86.57,-58.0,4.0,60.0,0
87.23,14.0,-38.0,45.0,0
87.77,-38.0,0.0,51.0,0
88.63,-36.0,1.0,52.0,0
89.25,-37.0,1.0,53.0,0
89.85,-37.0,1.0,52.0,0
90.45,-37.0,1.0,52.0,0
91.02,-38.0,1.0,52.0,0
91.52,-37.0,1.0,52.0,0
92.08,-37.0,1.0,52.0,0
92.78,-37.0,1.0,51.0,0
93.43,-38.0,1.0,51.0,0
94.23,-38.0,2.0,51.0,0
95.3,-38.0,1.0,51.0,0
96.35,-38.0,2.0,51.0,0
95.77,-38.0,1.0,51.0,0
95.23,-38.0,1.0,51.0,0
94.7,-38.0,2.0,51.0,0
94.12,-38.0,1.0,51.0,0
93.52,-38.0,2.0,51.0,0
92.92,-38.0,2.0,51.0,0
92.33,-39.0,1.0,50.0,0
91.75,-38.0,1.0,51.0,0
91.18,-38.0,1.0,51.0,0
90.57,-38.0,1.0,51.0,0
89.97,-38.0,1.0,51.0,0
89.4,-37.0,1.0,51.0,0
88.83,-39.0,1.0,50.0,0
88.23,-39.0,1.0,51.0,0
87.63,-38.0,2.0,51.0,0
86.97,-39.0,1.0,51.0,0
86.33,-37.0,1.0,51.0,0
85.68,-37.0,1.0,51.0,0
85.03,-38.0,2.0,51.0,0
84.43,-38.0,2.0,51.0,0
83.87,-38.0,1.0,51.0,0
83.28,-38.0,1.0,51.0,0
82.72,-38.0,1.0,51.0,0
82.15,-38.0,1.0,51.0,0
81.58,-38.0,2.0,51.0,0
80.97,-38.0,1.0,51.0,0
80.27,-38.0,1.0,51.0,0
79.58,-39.0,2.0,51.0,0
78.88,-38.0,1.0,51.0,0
78.2,-39.0,2.0,51.0,0
77.52,-38.0,2.0,51.0,0
76.78,-39.0,2.0,51.0,0
76.03,-39.0,1.0,51.0,0
75.27,-39.0,2.0,51.0,0
74.48,-39.0,1.0,51.0,0
73.68,-38.0,1.0,51.0,0
72.87,-39.0,2.0,51.0,0
72.05,-39.0,1.0,51.0,0
71.22,-38.0,1.0,51.0,0
70.38,-39.0,1.0,51.0,0
69.57,-38.0,1.0,51.0,0
68.78,-39.0,1.0,51.0,0
67.95,-38.0,1.0,51.0,0
67.12,-38.0,2.0,51.0,0
66.23,-39.0,2.0,51.0,0
65.45,-39.0,1.0,50.0,0
64.68,-38.0,3.0,61.0,0
64.02,-41.0,3.0,52.0,0
63.02,-40.0,7.0,49.0,0
62.0,-39.0,6.0,50.0,0
61.03,-40.0,5.0,49.0,0
60.12,-40.0,5.0,50.0,0
59.22,-40.0,5.0,50.0,0
58.33,-39.0,5.0,50.0,0
57.35,-39.0,6.0,50.0,0
56.25,-38.0,6.0,51.0,0
55.15,-39.0,5.0,51.0,0
54.0,-36.0,6.0,51.0,0
52.55,-38.0,6.0,51.0,0
51.07,-38.0,5.0,50.0,0
51.22,-36.0,5.0,50.0,0
51.38,-36.0,7.0,51.0,0
51.57,-37.0,6.0,52.0,0
51.65,-37.0,6.0,52.0,0
51.73,-27.0,-2.0,59.0,0
51.8,-53.0,12.0,-36.0,0
51.85,-49.0,9.0,41.0,0
51.9,-45.0,2.0,45.0,0
51.92,-37.0,2.0,52.0,0
51.92,-36.0,2.0,53.0,0
51.92,-36.0,2.0,53.0,0
51.9,-30.0,2.0,56.0,0
51.92,-31.0,2.0,56.0,0
51.93,-32.0,3.0,55.0,0
51.95,-35.0,2.0,53.0,0
51.95,-34.0,3.0,54.0,0
51.95,-35.0,3.0,54.0,0
51.97,-35.0,3.0,54.0,0
51.98,-35.0,2.0,53.0,0
51.97,-35.0,3.0,53.0,0
51.95,-32.0,12.0,50.0,0
51.93,-41.0,-25.0,37.0,0
52.3,-47.0,-32.0,29.0,0
52.7,-53.0,-8.0,-28.0,0
53.05,-45.0,4.0,36.0,0
53.35,-34.0,-16.0,69.0,0
53.67,-39.0,-1.0,53.0,0
54.28,-43.0,0.0,48.0,0
54.88,-28.0,-45.0,23.0,0
55.53,-31.0,-56.0,-6.0,0
56.18,-30.0,-55.0,4.0,0
56.93,-32.0,-55.0,7.0,0
57.65,-31.0,-55.0,10.0,0
58.42,-34.0,-54.0,10.0,0
59.2,-32.0,-54.0,10.0,0
59.98,-62.0,8.0,35.0,0
60.78,-44.0,40.0,33.0,0
61.58,-48.0,30.0,30.0,0
62.4,-54.0,27.0,20.0,0
63.22,-72.0,8.0,-11.0,0
64.02,-65.0,-1.0,-10.0,0
64.83,-47.0,32.0,-17.0,0
65.65,5.0,-2.0,37.0,0
66.52,-36.0,35.0,41.0,0
67.42,11.0,63.0,41.0,0
68.28,-60.0,9.0,22.0,0
69.13,-66.0,19.0,32.0,0
70.05,-54.0,-4.0,-9.0,0
70.98,-65.0,1.0,0.0,0
71.88,-64.0,0.0,13.0,0
72.87,-63.0,0.0,9.0,0
73.82,-65.0,-3.0,9.0,0
74.87,-65.0,-6.0,11.0,0
75.9,-64.0,-5.0,9.0,0
76.93,-64.0,-6.0,9.0,0
77.97,-61.0,2.0,12.0,0
79.02,-64.0,0.0,12.0,0
79.97,-68.0,2.0,9.0,0
80.95,-64.0,1.0,12.0,0
81.98,-65.0,1.0,8.0,0
83.03,-62.0,-9.0,16.0,4
83.98,-64.0,-3.0,7.0,4
84.95,-64.0,-5.0,10.0,4
86.3,-64.0,-5.0,10.0,4
87.62,-64.0,-5.0,10.0,4
88.98,-64.0,-5.0,10.0,4
90.35,-64.0,-5.0,10.0,4
91.72,-64.0,-5.0,9.0,4
93.1,-64.0,-5.0,9.0,4
94.52,-64.0,-5.0,10.0,4
95.95,-64.0,-5.0,10.0,4
97.38,-64.0,-5.0,10.0,4
98.82,-64.0,-5.0,9.0,4
100.25,-64.0,-5.0,9.0,4
101.7,-63.0,-5.0,15.0,4
103.12,-62.0,-7.0,18.0,4
104.52,-56.0,-12.0,22.0,4
105.87,-63.0,-3.0,14.0,4
107.2,-64.0,-4.0,15.0,4
108.4,-63.0,-4.0,15.0,4
109.58,-63.0,-4.0,15.0,4
110.75,-63.0,-4.0,15.0,4
111.58,-63.0,-4.0,15.0,4
112.37,-63.0,-4.0,15.0,4
113.2,-63.0,-4.0,15.0,4
114.13,-63.0,-4.0,15.0,4
115.0,-63.0,-4.0,15.0,4
115.68,-63.0,-4.0,15.0,4
116.42,-63.0,-4.0,15.0,4
117.17,-63.0,-4.0,15.0,4
117.92,-63.0,-4.0,15.0,4
118.58,-63.0,-4.0,15.0,4
119.32,-63.0,-4.0,15.0,4
119.98,-63.0,-4.0,15.0,4
120.63,-63.0,-4.0,15.0,4
121.28,-63.0,-4.0,15.0,4
121.92,-63.0,-4.0,15.0,4
122.55,-63.0,-5.0,14.0,4
123.15,-63.0,-4.0,14.0,4
123.77,-63.0,-4.0,15.0,4
124.4,-63.0,-4.0,15.0,4
125.0,-63.0,-4.0,15.0,4
125.6,-63.0,-4.0,15.0,4
126.13,-63.0,-4.0,15.0,4
126.38,-63.0,-5.0,14.0,4
126.7,-66.0,-4.0,8.0,4
127.02,-63.0,-4.0,16.0,4
127.27,-63.0,-4.0,16.0,4
127.5,-63.0,-4.0,16.0,4
127.75,-63.0,-4.0,16.0,4
127.9,-63.0,-4.0,15.0,4
127.82,-63.0,-4.0,15.0,4
127.68,-63.0,-4.0,15.0,4
127.55,-63.0,-4.0,15.0,4
127.47,-63.0,-4.0,15.0,4
127.37,-63.0,-4.0,15.0,4
127.23,-63.0,-4.0,16.0,4
127.08,-63.0,-4.0,15.0,4
126.95,-63.0,-4.0,15.0,4
126.8,-63.0,-4.0,15.0,4
126.62,-63.0,-4.0,15.0,4
126.47,-63.0,-4.0,15.0,4
126.22,-63.0,-4.0,15.0,4
125.68,-63.0,-4.0,15.0,4
125.18,-63.0,-4.0,15.0,4
124.75,-63.0,-4.0,15.0,4
124.12,-63.0,-4.0,15.0,4
122.67,-63.0,-4.0,15.0,4
121.23,-63.0,-4.0,15.0,4
119.8,-63.0,-4.0,15.0,4
118.35,-63.0,-4.0,15.0,4
116.9,-63.0,-4.0,15.0,4
115.43,-63.0,-4.0,15.0,4
113.98,-63.0,-3.0,15.0,4
112.55,-63.0,-3.0,15.0,4
111.2,-63.0,-4.0,15.0,4
109.85,-63.0,-4.0,15.0,4
108.55,-63.0,-4.0,15.0,4
107.27,-63.0,-4.0,15.0,4
106.13,-63.0,-4.0,15.0,4
105.05,-63.0,-4.0,15.0,4
103.9,-63.0,-4.0,15.0,4
102.68,-63.0,-4.0,15.0,4
101.47,-63.0,-4.0,15.0,4
100.2,-63.0,-4.0,15.0,4
98.9,-63.0,-4.0,15.0,4
97.62,-63.0,-4.0,15.0,4
96.23,-63.0,-4.0,15.0,4
94.83,-64.0,-4.0,15.0,4
93.38,-63.0,-4.0,15.0,4
91.93,-63.0,-4.0,15.0,4
90.5,-62.0,-4.0,17.0,4
89.07,-58.0,-7.0,30.0,4
87.63,-65.0,-2.0,13.0,4
86.2,-49.0,0.0,33.0,4
84.75,-65.0,8.0,6.0,4
83.68,-46.0,41.0,10.0,4
82.63,-48.0,43.0,11.0,4
81.78,-47.0,43.0,10.0,4
80.97,-48.0,43.0,11.0,4
80.12,-47.0,43.0,11.0,4
79.32,-47.0,44.0,11.0,4
78.52,-46.0,44.0,11.0,4
77.73,-47.0,44.0,11.0,4
77.25,-47.0,44.0,11.0,4
76.67,-47.0,44.0,11.0,4
75.45,-47.0,44.0,11.0,4
74.28,-47.0,44.0,11.0,4
73.15,-47.0,44.0,11.0,4
72.03,-46.0,44.0,11.0,4
70.92,-47.0,44.0,11.0,4
70.05,-46.0,44.0,11.0,4
69.13,-47.0,44.0,11.0,4
68.23,-47.0,43.0,11.0,4
67.28,-47.0,43.0,11.0,4
66.35,-47.0,44.0,11.0,4
65.45,-47.0,44.0,11.0,4
64.53,-47.0,44.0,11.0,4
63.58,-47.0,44.0,11.0,4
62.58,-46.0,44.0,11.0,4
61.58,-46.0,44.0,11.0,4
60.63,-46.0,44.0,11.0,4
59.75,-47.0,44.0,11.0,4
58.88,-47.0,44.0,11.0,4
58.02,-47.0,44.0,11.0,4
57.03,-46.0,44.0,11.0,4
56.27,-46.0,44.0,11.0,4
56.3,-46.0,44.0,11.0,4
56.32,-47.0,44.0,11.0,4
56.35,-47.0,43.0,11.0,4
56.4,-47.0,44.0,11.0,4
56.45,-47.0,44.0,11.0,4
56.48,-47.0,43.0,11.0,4
56.5,-47.0,44.0,11.0,4
56.45,-47.0,44.0,11.0,4
56.37,-46.0,43.0,11.0,4
56.3,-47.0,44.0,11.0,4
56.23,-47.0,43.0,11.0,4
56.18,-47.0,44.0,11.0,4
56.13,-47.0,44.0,11.0,4
56.05,-47.0,44.0,11.0,4
56.03,-46.0,44.0,11.0,4
56.03,-46.0,44.0,11.0,4
56.07,-46.0,44.0,11.0,4
56.17,-46.0,43.0,11.0,4
56.28,-47.0,44.0,11.0,4
56.42,-47.0,44.0,11.0,4
56.53,-47.0,43.0,11.0,4
56.62,-47.0,44.0,11.0,4
56.65,-47.0,44.0,11.0,4
56.68,-47.0,44.0,11.0,4
56.7,-47.0,44.0,11.0,4
56.7,-47.0,44.0,11.0,4
56.73,-47.0,44.0,11.0,4
56.73,-47.0,44.0,11.0,4
56.77,-46.0,44.0,11.0,4
56.42,-46.0,44.0,11.0,4
56.03,-47.0,44.0,11.0,4
55.47,-46.0,44.0,12.0,4
54.87,-46.0,45.0,11.0,4
54.32,-46.0,45.0,12.0,4
53.83,-45.0,44.0,12.0,4
53.3,-46.0,45.0,12.0,4
52.65,-46.0,44.0,11.0,4
51.97,-46.0,44.0,12.0,4
51.37,-46.0,44.0,12.0,4
51.38,-46.0,44.0,11.0,4
51.45,-46.0,44.0,11.0,4
51.48,-47.0,45.0,11.0,4
51.5,-46.0,44.0,11.0,4
51.67,-46.0,44.0,12.0,4
51.77,-46.0,44.0,11.0,4
51.83,-46.0,44.0,12.0,4
51.85,-46.0,44.0,11.0,4
51.82,-46.0,44.0,11.0,4
51.78,-46.0,44.0,11.0,4
51.72,-46.0,44.0,11.0,4
51.68,-46.0,45.0,11.0,4
51.65,-46.0,44.0,12.0,4
51.65,-46.0,44.0,12.0,4
51.67,-46.0,44.0,11.0,4
51.67,-46.0,44.0,11.0,4
51.68,-46.0,44.0,12.0,4
51.7,-46.0,44.0,11.0,4
51.7,-46.0,44.0,11.0,4
51.73,-46.0,45.0,11.0,4
51.75,-45.0,44.0,12.0,4
51.8,-45.0,45.0,12.0,4
51.85,-46.0,45.0,11.0,4
51.9,-46.0,45.0,11.0,4
51.93,-46.0,44.0,11.0,4
51.98,-46.0,44.0,12.0,4
52.02,-46.0,44.0,11.0,4
52.03,-46.0,45.0,12.0,4
52.07,-46.0,44.0,11.0,4
52.08,-46.0,44.0,11.0,4
52.12,-46.0,45.0,11.0,4
52.12,-46.0,44.0,12.0,4
52.08,-46.0,45.0,12.0,4
52.1,-46.0,45.0,11.0,4
52.12,-46.0,44.0,11.0,4
52.13,-46.0,44.0,11.0,4
52.15,-46.0,44.0,11.0,4
52.17,-46.0,44.0,11.0,4
52.13,-46.0,44.0,11.0,4
52.07,-46.0,45.0,11.0,4
52.0,-46.0,45.0,11.0,4
51.95,-46.0,45.0,12.0,4
51.88,-46.0,45.0,12.0,4
51.87,-45.0,45.0,12.0,4
51.87,-45.0,46.0,12.0,4
51.9,-44.0,45.0,12.0,4
51.95,-45.0,45.0,12.0,4
51.97,-45.0,45.0,12.0,4
52.05,-45.0,45.0,11.0,4
52.1,-46.0,45.0,11.0,4
52.2,-46.0,45.0,11.0,4
52.3,-46.0,45.0,11.0,4
52.33,-46.0,45.0,11.0,4
52.32,-45.0,45.0,11.0,4
52.25,-45.0,45.0,11.0,4
52.07,-45.0,46.0,12.0,4
51.95,-45.0,45.0,12.0,4
51.97,-45.0,45.0,11.0,4
52.02,-46.0,45.0,11.0,4
52.02,-46.0,45.0,11.0,4
52.05,-46.0,45.0,11.0,4
52.03,-45.0,45.0,11.0,4
52.02,-46.0,45.0,11.0,4
51.98,-46.0,45.0,11.0,4
51.82,-45.0,45.0,11.0,4
51.65,-45.0,45.0,11.0,4
51.5,-45.0,45.0,11.0,4
51.4,-45.0,45.0,11.0,4
51.38,-45.0,45.0,11.0,4
51.4,-45.0,45.0,11.0,4
51.47,-45.0,45.0,11.0,4
51.58,-46.0,45.0,11.0,4
51.78,-45.0,45.0,10.0,4
52.02,-46.0,45.0,9.0,4
52.3,-46.0,45.0,10.0,4
52.62,-46.0,45.0,10.0,4
52.97,-46.0,45.0,10.0,4
53.27,-46.0,45.0,10.0,4
53.57,-46.0,45.0,9.0,4
53.83,-46.0,45.0,10.0,4
54.07,-46.0,45.0,10.0,4
54.23,-46.0,45.0,10.0,4
54.37,-45.0,45.0,10.0,4
54.47,-45.0,45.0,10.0,4
54.57,-45.0,46.0,10.0,4
54.65,-46.0,45.0,10.0,4
54.78,-46.0,45.0,10.0,4
54.93,-46.0,45.0,10.0,4
55.07,-46.0,45.0,9.0,4
55.23,-46.0,45.0,9.0,4
55.35,-46.0,45.0,10.0,4
55.45,-46.0,45.0,10.0,4
55.53,-46.0,45.0,10.0,4
55.55,-45.0,45.0,10.0,4
55.55,-45.0,45.0,10.0,4
55.55,-45.0,45.0,10.0,4
55.57,-45.0,46.0,10.0,4
55.6,-45.0,45.0,10.0,4
55.67,-45.0,45.0,9.0,4
55.75,-46.0,45.0,9.0,4
55.85,-46.0,45.0,9.0,4
55.97,-46.0,45.0,9.0,4
56.12,-46.0,45.0,9.0,4
56.23,-46.0,45.0,9.0,4
56.32,-46.0,45.0,9.0,4
56.35,-46.0,45.0,9.0,4
56.35,-46.0,45.0,9.0,4
56.33,-46.0,45.0,9.0,4
56.27,-46.0,45.0,9.0,4
56.25,-46.0,45.0,10.0,4
56.2,-45.0,46.0,10.0,4
56.18,-46.0,45.0,10.0,4
56.27,-46.0,45.0,9.0,4
56.38,-46.0,45.0,9.0,4
56.53,-46.0,45.0,9.0,4
56.67,-46.0,45.0,9.0,4
56.82,-46.0,45.0,9.0,4
56.92,-46.0,45.0,9.0,4
56.92,-46.0,45.0,9.0,4
56.92,-46.0,45.0,9.0,4
56.85,-46.0,45.0,9.0,4
56.75,-46.0,45.0,9.0,4
56.65,-46.0,45.0,10.0,4
56.57,-46.0,45.0,10.0,4
56.5,-45.0,45.0,9.0,4
56.48,-46.0,45.0,9.0,4
56.53,-46.0,45.0,9.0,4
56.63,-46.0,45.0,9.0,4
56.75,-46.0,45.0,9.0,4
56.85,-46.0,45.0,9.0,4
56.92,-46.0,45.0,9.0,4
56.97,-46.0,45.0,9.0,4
56.93,-46.0,45.0,9.0,4
56.83,-46.0,45.0,9.0,4
56.65,-46.0,45.0,9.0,4
56.4,-46.0,45.0,9.0,4
56.1,-46.0,45.0,9.0,4
55.87,-46.0,45.0,9.0,4
55.67,-46.0,45.0,9.0,4
55.47,-46.0,45.0,9.0,4
55.32,-46.0,45.0,9.0,4
55.23,-46.0,45.0,9.0,4
55.18,-46.0,45.0,9.0,4
55.15,-46.0,45.0,9.0,4
55.12,-45.0,45.0,9.0,4
55.08,-46.0,45.0,9.0,4
55.02,-46.0,45.0,9.0,4
54.95,-46.0,45.0,9.0,4
54.9,-46.0,45.0,9.0,4
54.82,-46.0,45.0,9.0,4
54.75,-46.0,45.0,9.0,4
54.68,-46.0,45.0,9.0,4
54.68,-46.0,45.0,9.0,4
54.68,-46.0,45.0,9.0,4
54.67,-46.0,45.0,9.0,4
54.65,-46.0,45.0,9.0,4
54.65,-46.0,45.0,9.0,4
54.65,-46.0,45.0,9.0,4
54.65,-46.0,45.0,9.0,4
54.67,-46.0,45.0,9.0,4
54.67,-46.0,45.0,9.0,4
54.67,-46.0,45.0,9.0,4
54.72,-46.0,45.0,9.0,4
54.82,-46.0,45.0,9.0,4
54.97,-46.0,45.0,9.0,4
55.13,-46.0,45.0,10.0,4
55.3,-46.0,45.0,9.0,4
55.5,-46.0,45.0,9.0,4
55.7,-46.0,45.0,9.0,4
55.85,-46.0,45.0,9.0,4
56.0,-46.0,45.0,9.0,4
56.07,-46.0,45.0,9.0,4
56.05,-46.0,45.0,9.0,4
56.03,-46.0,45.0,9.0,4
55.93,-46.0,45.0,9.0,4
55.82,-46.0,45.0,9.0,4
55.67,-46.0,45.0,9.0,4
55.57,-46.0,45.0,9.0,4
55.5,-48.0,44.0,4.0,4
55.75,-47.0,44.0,5.0,4
55.95,-47.0,45.0,6.0,4
56.12,-47.0,45.0,5.0,4
56.28,-47.0,45.0,5.0,4
56.5,-47.0,45.0,5.0,4
56.67,-47.0,45.0,5.0,4
56.82,-47.0,45.0,5.0,4
56.85,-47.0,45.0,5.0,4
56.82,-47.0,45.0,5.0,4
56.7,-47.0,45.0,5.0,4
56.55,-47.0,45.0,5.0,4
56.4,-47.0,45.0,5.0,4
56.2,-47.0,45.0,4.0,4
56.03,-47.0,45.0,5.0,4
55.9,-46.0,45.0,5.0,4
55.8,-46.0,46.0,8.0,4
55.75,-45.0,46.0,9.0,4
55.73,-45.0,46.0,10.0,4
55.68,-45.0,46.0,9.0,4
55.6,-46.0,46.0,9.0,4
55.6,-46.0,45.0,8.0,4
55.6,-46.0,45.0,8.0,4
55.58,-46.0,45.0,8.0,4
55.57,-46.0,46.0,8.0,4
55.57,-45.0,46.0,9.0,4
55.53,-45.0,45.0,9.0,4
55.52,-46.0,46.0,8.0,4
55.53,-46.0,45.0,9.0,4
55.57,-46.0,45.0,8.0,4
55.57,-46.0,45.0,8.0,4
55.55,-46.0,45.0,8.0,4
55.53,-45.0,45.0,9.0,4
55.53,-46.0,46.0,9.0,4
55.5,-45.0,46.0,8.0,0
55.53,-46.0,46.0,9.0,0
55.62,-46.0,46.0,8.0,0
55.68,-46.0,45.0,8.0,0
55.73,-46.0,45.0,8.0,0
55.73,-46.0,45.0,8.0,0
55.72,-46.0,45.0,8.0,0
55.68,-46.0,45.0,8.0,0
55.63,-45.0,45.0,8.0,0
55.55,-46.0,46.0,8.0,0
55.4,-46.0,46.0,8.0,0
55.22,-45.0,46.0,9.0,0
55.07,-46.0,46.0,9.0,0
54.92,-46.0,45.0,8.0,0
54.82,-46.0,45.0,8.0,0
54.73,-46.0,45.0,8.0,0
54.75,-46.0,45.0,8.0,0
54.8,-50.0,43.0,1.0,0
54.82,-48.0,43.0,7.0,0
54.88,-41.0,51.0,-9.0,0
54.97,-25.0,64.0,-4.0,0
55.05,-27.0,58.0,12.0,0
55.18,-45.0,30.0,32.0,0
55.37,-52.0,19.0,31.0,0
55.53,-53.0,18.0,31.0,0
55.63,-54.0,18.0,30.0,0
55.77,-54.0,18.0,31.0,0
55.63,-55.0,19.0,30.0,0
55.58,-64.0,-6.0,-18.0,0
55.6,-63.0,-24.0,-22.0,0
55.9,-29.0,-22.0,39.0,0
56.15,-7.0,33.0,66.0,0
56.4,-54.0,-11.0,37.0,0
56.67,-43.0,10.0,-10.0,0
57.03,-19.0,13.0,54.0,0
57.42,-44.0,3.0,47.0,0
57.82,-48.0,2.0,42.0,0
58.25,-48.0,2.0,43.0,0
58.68,-46.0,2.0,44.0,0
59.13,-46.0,2.0,45.0,0
59.53,-46.0,2.0,44.0,0
59.82,-47.0,2.0,44.0,0
60.12,-46.0,2.0,44.0,0
60.38,-46.0,2.0,45.0,0
60.67,-46.0,2.0,44.0,0
60.88,-46.0,2.0,44.0,0
60.93,-45.0,2.0,45.0,0
60.92,-46.0,2.0,44.0,0
60.88,-46.0,2.0,44.0,0
60.87,-46.0,2.0,44.0,0
60.83,-46.0,2.0,45.0,0
60.77,-46.0,2.0,44.0,0
60.7,-46.0,2.0,44.0,0
60.6,-46.0,2.0,45.0,0
60.47,-46.0,2.0,45.0,0
60.3,-46.0,2.0,44.0,0
60.18,-46.0,2.0,45.0,0
60.08,-46.0,2.0,44.0,0
60.02,-47.0,2.0,44.0,0
60.0,-46.0,2.0,44.0,0
59.95,-46.0,2.0,45.0,0
59.87,-46.0,2.0,45.0,0
59.77,-46.0,2.0,45.0,0
59.68,-46.0,2.0,44.0,0
59.6,-46.0,2.0,45.0,0
59.53,-46.0,2.0,44.0,0
59.45,-46.0,2.0,45.0,0
59.37,-46.0,2.0,45.0,0
59.28,-45.0,2.0,45.0,0
59.33,-46.0,2.0,45.0,0
59.4,-46.0,2.0,45.0,0
59.48,-45.0,2.0,45.0,0
59.5,-46.0,2.0,45.0,0
59.52,-44.0,2.0,47.0,0
59.48,-47.0,1.0,44.0,0
59.37,-45.0,2.0,45.0,0
59.18,-46.0,2.0,44.0,0
58.98,-46.0,2.0,44.0,0
58.82,-44.0,2.0,46.0,0
58.68,-44.0,2.0,46.0,0
58.58,-45.0,2.0,46.0,0
58.5,-44.0,2.0,47.0,0
58.43,-44.0,2.0,47.0,0
58.37,-44.0,2.0,46.0,0
58.32,-44.0,2.0,46.0,0
58.32,-45.0,2.0,46.0,0
58.32,-44.0,2.0,46.0,0
58.28,-44.0,2.0,46.0,0
58.25,-43.0,2.0,47.0,0
58.2,-43.0,2.0,48.0,0
57.87,-43.0,2.0,48.0,0
57.55,-43.0,2.0,47.0,0
57.17,-42.0,2.0,48.0,0
56.73,-44.0,2.0,47.0,0
56.25,-44.0,2.0,47.0,0
55.9,-44.0,2.0,47.0,0
55.7,-40.0,2.0,50.0,0
55.53,-39.0,2.0,50.0,0
55.18,-39.0,2.0,50.0,0
54.9,-39.0,2.0,50.0,0
54.67,-39.0,2.0,50.0,0
54.33,-40.0,3.0,50.0,0
53.93,-39.0,2.0,50.0,0
53.55,-39.0,2.0,50.0,0
53.22,-36.0,2.0,52.0,0
52.93,-38.0,3.0,51.0,0
52.83,-38.0,2.0,51.0,0
52.73,-40.0,2.0,50.0,0
52.62,-38.0,2.0,52.0,0
52.48,-39.0,2.0,51.0,0
52.37,-40.0,3.0,50.0,0
52.32,-39.0,3.0,50.0,0
52.28,-39.0,3.0,50.0,0
52.27,-39.0,3.0,50.0,0
52.27,-38.0,3.0,51.0,0
52.25,-38.0,3.0,51.0,0
52.23,-38.0,3.0,51.0,0
52.23,-38.0,2.0,51.0,0
52.23,-38.0,3.0,51.0,0
52.18,-43.0,0.0,47.0,0
52.2,-41.0,3.0,49.0,0
52.23,-39.0,3.0,50.0,0
52.28,-40.0,3.0,49.0,0
52.33,-40.0,3.0,50.0,0
52.35,-40.0,3.0,50.0,0
52.33,-40.0,3.0,50.0,0
52.43,-40.0,3.0,50.0,0
52.53,-40.0,3.0,50.0,0
52.62,-39.0,3.0,50.0,0
52.58,-40.0,3.0,50.0,0
52.53,-40.0,3.0,50.0,0
52.43,-39.0,3.0,50.0,0
52.3,-39.0,3.0,50.0,0
52.17,-44.0,3.0,46.0,0
52.03,-43.0,3.0,48.0,0
51.95,-42.0,3.0,48.0,0
